Day,ExpRep,PCN,log(transposon copy),log(plasmid copy),transposon copy,plasmid copy,T/P,Kan
9,4,pBR322,1.237466376676484,1.4705508410185553,17.285785587269345,29.55816985873959,0.5508822105101683,Kan
9,4,CloDF,1.4080564469412344,1.6630988890615017,25.602231967765636,46.11204108464414,0.5345676016526516,Kan
9,4,pUC,0.6934201504354102,1.4644327156748054,4.9455577404840065,29.153124085657485,0.13530911627179673,Kan
9,5,pBR322,1.2771306356841359,1.5197673875524573,18.947492923244127,33.13452500988161,0.5419117744608756,Kan
9,5,CloDF,1.4153404174666138,1.6509417356948186,26.04008436421857,44.783166865168624,0.5592273023717759,Kan
9,5,pUC,0.6645747027495232,1.2597938048072812,4.62069850482703,18.190879744490502,0.19911537524199033,Kan
10,1,pBR322,1.2552196944143192,1.3425924665629905,18.005612816516198,22.04348673962848,0.7726170582215272,Kan
10,1,CloDF,1.3250085233749649,1.4015223631132507,21.184281722316495,25.259489865831394,0.7987352845228988,Kan
10,1,pUC,0.6521248420006183,1.464631388658174,4.5038392427153315,29.22100183824151,0.11961915703643806,Kan
10,2,pBR322,1.176580354307828,1.2694169383704743,15.023688511767714,18.600182178840736,0.7545968570663432,Kan
10,2,CloDF,1.371462032076791,1.4549384480946133,23.54109214853338,28.515532675172466,0.7906757237501206,Kan
10,2,pUC,0.6679219506181336,1.3877537422391228,4.695195647050208,24.50261387112965,0.1498090575909786,Kan
10,3,pBR322,1.1953078863317566,1.3013586066962137,15.697245205950074,20.09852746084885,0.7339361381735866,Kan
10,3,CloDF,1.3653858319693246,1.4527420408583618,23.20047372767199,28.36359378310011,0.7827827347646287,Kan
10,3,pUC,0.49625527508276096,1.2320757663515942,3.1360264520144834,17.07269705693861,0.12515663004650782,Kan
10,4,pBR322,1.2033344256858811,1.3014077150609873,15.981256903130785,20.01910875980209,0.7482790922760859,Kan
10,4,CloDF,1.3209167196286524,1.4670255168681041,20.960115434668857,29.38784784798914,0.6828159253473362,Kan
10,4,pUC,0.4169237787896379,1.2039648730620487,2.6150084511957026,16.02692668176285,0.10067037128706315,Kan
10,5,pBR322,1.1925268552799757,1.2910062694488558,15.596214078440928,19.57676748448388,0.7460119655273297,Kan
10,5,CloDF,1.3567429434926186,1.4667696535699803,22.787506516572435,29.33784156625416,0.742071205083307,Kan
10,5,pUC,0.5383565766166053,1.4688583596278788,3.4549506401433674,29.446180674921063,0.0834028366014295,Kan
11,1,pBR322,1.3042170532749584,1.5494367484023035,20.183353946821025,35.55334004114901,0.5404484972051384,Kan
11,1,CloDF,1.4304027771543086,1.6719168940832565,26.975324219957482,47.000874730219486,0.5527690696278605,Kan
11,1,pUC,0.4512215860833604,1.7118643227049375,2.830102515370843,51.53029007105409,0.03549005014266659,Kan
11,2,pBR322,1.2622425541972746,1.521082616428585,18.31335221000717,33.248179899815554,0.5208582659204689,Kan
11,2,CloDF,1.4647382892742689,1.7216686534440722,29.187135158555336,52.71975935177875,0.534519465438961,Kan
11,2,pUC,0.40868667564695915,1.4743550819079605,2.5650315084919844,29.810840416176475,0.05248989792870374,Kan
11,3,pBR322,1.2914631270577976,1.5576739466947984,19.59689029047721,36.207666500558204,0.5140323911434763,Kan
11,3,CloDF,1.3600279860357558,1.613113143041601,22.92316371521316,41.05217860291995,0.5340957957953224,Kan
11,3,pUC,0.3180914787083501,1.4096406023358368,2.0803879824730873,25.687538842549074,0.04205460306048076,Kan
11,4,pBR322,1.2419520894875051,1.512013084492635,17.461047762884515,32.52484652071241,0.5063026262295937,Kan
11,4,CloDF,1.3408010539065482,1.6097102961105703,21.93021803809638,40.76312355628165,0.5140301427880055,Kan
11,4,pUC,0.34917874683341915,1.6539052055837915,2.235938082613638,45.18092100580279,0.02736680919499018,Kan
11,5,pBR322,1.2288063440548191,1.489445794127905,16.95648950609929,30.886637879619453,0.5163458768429514,Kan
11,5,CloDF,1.3846682305853049,1.6334645426621053,24.26359026448966,43.022944663880885,0.5410871114884305,Kan
11,5,pUC,0.3373968505143788,1.6828082461026688,2.1763530907355024,48.27423201151498,0.02436206790291477,Kan
12,1,pBR322,1.2083177286482019,1.2561436453620105,16.164144467633868,18.082242328704357,0.8411709847073543,Kan
12,1,CloDF,1.3433304034944449,1.4187655544158797,22.06590734510023,26.267548155716128,0.802815237544034,Kan
12,1,pUC,0.16389608490283705,1.4385271762979406,1.4631484631805225,27.538964612537328,0.016598725453500957,Kan
12,2,pBR322,1.1944177564153693,1.282089637052228,15.65197648074183,19.152986801401614,0.7657297774632861,Kan
12,2,CloDF,1.4105039195456666,1.4997687134602604,25.77560952476001,31.616548279294268,0.7829718042706647,Kan
12,2,pUC,0.18886092201205598,1.37530939987026,1.5489860732882084,23.781431013714013,0.0228876634814166,Kan
12,3,pBR322,1.1853754568186716,1.278292153161993,15.33820640494711,18.990042527519858,0.7549644814507271,Kan
12,3,CloDF,1.3123640538799421,1.407792459247857,20.53788262207995,25.581996212112,0.7647898522816733,Kan
12,3,pUC,0.18101451188471354,1.4476388969236649,1.5176585571786283,28.062134677189544,0.018430551642566798,Kan
12,4,pBR322,1.1379037992770853,1.2281017075722127,13.745785172203748,16.93345254887645,0.753422606350466,Kan
12,4,CloDF,1.2454502889552357,1.3576629908130622,17.606663135605277,22.801186612634197,0.7289050364461066,Kan
12,4,pUC,0.061924152993127944,1.3400479368227802,1.1543532061447312,21.894463966058623,0.006980316339328701,Kan
12,5,pBR322,1.1588820365463153,1.2455975285986394,14.428627909592967,17.66847594864232,0.7629662237780944,Kan
12,5,CloDF,1.2786196421922542,1.3649334217216686,19.01251794213336,23.186970631601323,0.7782737460004495,Kan
12,5,pUC,0.03836325721424858,1.3060703674672043,1.0926053369050035,20.25262446226498,0.004584437772740177,Kan
13,1,pBR322,1.3302534445631131,1.4790779515127863,21.419173702136302,30.22624965472747,0.6769302577969988,Kan
13,1,CloDF,1.5336028420868402,1.6669631725828815,34.19480081452,46.44990792638584,0.714572712701428,Kan
13,1,pUC,1.5392269604676734,1.8101168746696796,34.65680238474165,64.73006647421921,0.5206160232428331,Kan
13,2,pBR322,1.3593358418197703,1.5357238525055659,22.903054146157515,34.37209634056614,0.6371507296503182,Kan
13,2,CloDF,1.6109326272721949,1.7776047848740637,40.85192516556891,59.97161174375375,0.6645923406310547,Kan
13,2,pUC,1.4751378308167122,1.7362928523391894,29.87790308299178,54.487799401597364,0.5299965203080211,Kan
13,3,pBR322,1.301199383413576,1.4787448521778443,20.027846844276162,30.165892014848808,0.6315729980528382,Kan
13,3,CloDF,1.5649962532077428,1.7343285545571707,36.77188821326943,54.252445991312676,0.6593499854283068,Kan
13,3,pUC,1.4907689191928395,1.7548294072779231,30.962884222809247,56.88103061502241,0.5269780539509229,Kan
13,4,pBR322,1.2163224918407307,1.3850567564242249,16.457335020830662,24.28466554349681,0.6370717365145425,Kan
13,4,CloDF,1.5439224042155362,1.7202262699643007,35.0765479621542,52.549521610763065,0.6481368042279498,Kan
13,4,pUC,1.496968742113717,1.7679421768565398,31.427633637190354,58.62799475630703,0.5188357122629124,Kan
13,5,pBR322,1.2674108866403564,1.4249143051912696,18.51062347167694,26.61380764898121,0.6585171696050091,Kan
13,5,CloDF,1.500171249868713,1.6147778542307163,31.64033113704401,41.20215853891673,0.744458486830185,Kan
13,5,pUC,1.6537254758832274,1.9115813857416215,45.108588654948825,81.64816886113401,0.5404881215802495,Kan
14,1,pBR322,1.282866330346391,1.4676710012182876,19.23733850946791,29.454441215338772,0.6194243925542546,Kan
14,1,CloDF,1.5059905816607335,1.6677895498742223,32.13023825274619,46.59190522546402,0.6675825765231562,Kan
14,1,pUC,1.5642912908458844,1.859887732376561,36.80857617334259,72.53697972693435,0.49295948380176074,Kan
14,2,pBR322,1.281837027659346,1.4830517022330605,19.1588706011678,30.441663216045868,0.5963903388453091,Kan
14,2,CloDF,1.5930510011340282,1.7798404779020904,39.20297926207306,60.248408540713704,0.6342675572691305,Kan
14,2,pUC,1.4694323684747808,1.7580029785778573,29.479246912409693,57.304977885808775,0.4972314528329216,Kan
14,3,pBR322,1.3327094392853824,1.5534622445485475,21.53173800195788,35.80396322314507,0.5737589904663785,Kan
14,3,CloDF,1.538177800196884,1.7433237188474673,34.55174030174585,55.41169594252177,0.6066724340379241,Kan
14,3,pUC,1.5825467584467974,1.8620551877713611,38.26397724442628,72.85549495967827,0.511716967587828,Kan
14,4,pBR322,1.2353835410611584,1.4467884301322131,17.19494216950962,27.984149634744607,0.5791372809924314,Kan
14,4,CloDF,1.5075617154510246,1.7117695355313558,32.248601563914264,51.51341498931882,0.6064114130041038,Kan
14,4,pUC,1.477291997264442,1.7747230629447373,30.027129569236664,59.543003402512944,0.487463927475086,Kan
14,5,pBR322,1.3186679210629437,1.5285822721674682,20.839973028204902,33.784791283581946,0.5873945464872182,Kan
14,5,CloDF,1.5055038131492935,1.628547712544442,32.065449874340054,42.52380591989427,0.7315055770147892,Kan
14,5,pUC,1.5846635335897783,1.8734043371384326,38.45260528442944,74.75238509879719,0.5014627595285117,Kan
15,1,pBR322,1.3120352466366052,1.722971735291704,20.515066198664332,52.92850330257335,0.3696503151516486,Kan
15,1,CloDF,1.4067604713263255,1.8214169535352296,25.541990930004044,66.37013294640725,0.36990958078428554,Kan
15,1,pUC,1.2101457298606269,1.9056850628470998,16.288825489525838,80.78830190850834,0.1892161295977756,Kan
15,2,pBR322,1.2401746965619749,1.6774711964819973,17.39541829394353,47.59596082557149,0.3443733593706801,Kan
15,2,CloDF,1.447980139913969,1.9054254394725667,28.106797317122886,80.46293577830194,0.33660175886344507,Kan
15,2,pUC,1.1562088686325958,1.818558284980445,14.361557167386684,65.91438618088512,0.20264052527282506,Kan
15,3,pBR322,1.2837468949044664,1.7475410911948186,19.249565901628223,56.036657090702,0.3258199684333661,Kan
15,3,CloDF,1.4055032437000878,1.8987457021823209,25.46854494382492,79.39367049791592,0.30864358963806715,Kan
15,3,pUC,1.1114365972243736,1.76200362489025,12.92547317584434,57.824482707296575,0.20634139347660038,Kan
15,4,pBR322,1.236226853810004,1.708560667012934,17.244130879894552,51.16426967159472,0.31745183357027446,Kan
15,4,CloDF,1.3746784529367397,1.8474230830660074,23.702594470616088,70.44330348266737,0.32263500978687404,Kan
15,4,pUC,1.133255067927312,1.8524097520962624,13.593730733050402,71.26233281666879,0.17692033181769393,Kan
15,5,pBR322,1.292380595171334,1.756049115485605,19.611035955900714,57.02465722017206,0.32636982501057654,Kan
15,5,CloDF,1.3650161146803415,1.7531732114121479,23.200877828036273,56.683765012058636,0.3917160554380911,Kan
15,5,pUC,1.258870230530601,1.946001545531557,18.1634011800292,88.37874688629809,0.19434584161736693,Kan
16,1,pBR322,1.3207238792914844,1.574550228696897,20.93490165309306,37.58778519543741,0.5310367515034936,Kan
16,1,CloDF,1.38482051931469,1.6180695717827236,24.274243182054843,41.53463096009367,0.560946147574422,Kan
16,1,pUC,0.9317210442502563,1.6823299034093855,8.553407554498126,48.16451283377656,0.15681418825586035,Kan
16,2,pBR322,1.265913655341538,1.5316503290869357,18.462422002321187,34.047413871893845,0.5130284636611503,Kan
16,2,CloDF,1.4023835612188826,1.684568215717901,25.278341880015265,48.37807784065887,0.5017062213408912,Kan
16,2,pUC,0.7035720003381042,1.312233092649006,5.059429525191512,20.545418279324913,0.19748693881229495,Kan
16,3,pBR322,1.183957606469728,1.45337288336004,15.277673417707854,28.411262770268696,0.5025797932976086,Kan
16,3,CloDF,1.3331335331323753,1.6647389263743302,21.539822442615634,46.22745813887723,0.44451657223040136,Kan
16,3,pUC,0.8544684264783581,1.5604056823634418,7.15333918909566,36.35430823745386,0.16933869358127904,Kan
16,4,pBR322,1.1546198743497234,1.431822570520189,14.297308213125964,27.049779317259578,0.49126419078223993,Kan
16,4,CloDF,1.319953618570772,1.6026953610712003,20.918946473458508,40.0828214013823,0.496792916492698,Kan
