Day,ExpRep,PCN,log(transposon copy),log(plasmid copy),transposon copy,plasmid copy,T/P,Kan
6,4,pUC,-1.1229056642180566,1.8991392953728712,2.810044919776741,79.85180941035539,0.03129258470285496,Kan
6,5,pUC,-1.5489622038623116,1.9391754658703662,0.041867796322117866,87.14587233457384,0.0005093042140624026,Kan
7,1,pUC,2.578904953057601,3.904636221949501,382.613362613733,8039.819689034409,0.04742985414985449,Kan
7,2,pUC,2.1030854780003296,2.5869708880287776,126.87772564222162,388.7107309608279,0.32952420957445683,Kan
8,1,pUC,1.62044127013929,3.544828438731631,42.0232475404251,3520.7145539323324,0.011913513388687005,Kan
8,2,pUC,2.069621274838862,2.5527903302946675,117.47255028082544,358.88078541310415,0.3296195816734418,Kan
9,1,pUC,0.9280127338282625,3.57609897785566,8.494555957431327,3770.8676084901795,0.0022498739053354797,Kan
9,2,pUC,1.845265928336265,2.8455029079636436,70.13633159771908,702.6317806743633,0.10001690592111111,Kan
10,1,pUC,0.2531036676259755,3.2028091252241038,1.7934776338541984,1596.844573589545,0.0011240930507375802,Kan
10,2,pUC,1.8297142480775879,3.0484761026687504,67.78709623165793,1120.3771546808719,0.060444164367661486,Kan
11,1,pUC,-0.5492265830335473,2.859479995216939,0.2830891505875478,728.8258373270199,0.00039065773879982685,Kan
11,2,pUC,1.036185132748823,2.6018726155490772,10.895007977304326,400.4185858470887,0.027190912843215283,Kan
12,1,pUC,-0.9933161708243786,2.777016162815617,0.10171088559210277,599.4786195790421,0.00016970946247641977,Kan
12,2,pUC,0.8907429565012174,2.7278199926809226,7.819803999553902,535.9483476047121,0.014567784981462814,Kan
13,1,pUC,2.8195535668320315,3.2519924836564456,667.1338661615846,1809.951694455929,0.3698612176628093,Kan
13,2,pUC,2.5742867380825576,2.8790131381167234,380.23042671543845,773.7391397590028,0.4975704510137982,Kan
14,1,pUC,2.724037799059934,3.4185917445438228,542.4649443442613,2633.7962027487124,0.20411006582981314,Kan
14,2,pUC,2.440042315763994,3.0741418015086865,276.4425084610813,1189.4040348814892,0.23245768031829364,Kan
15,1,pUC,2.6286750658052545,3.163761052898155,432.54127146504015,1473.4468485368436,0.2920907533994888,Kan
15,2,pUC,2.383136361216063,2.7464494510014656,248.07354839678635,583.0020165284051,0.4362120948748527,Kan
16,1,pUC,2.4740031715975515,3.6615289426679483,299.8400226128202,4602.267477874914,0.06499897661301972,Kan
16,2,pUC,2.216882487383226,3.2988841835303355,165.28205828355007,1993.19835742167,0.08284181302477649,Kan
17,1,pUC,1.8821927032848216,3.44646485711781,77.15681545155427,2821.0539910664097,0.027286726217862513,Kan
17,2,pUC,1.4879147124959624,2.7321277699067505,30.781268018981724,539.8652227523144,0.057010700405911045,Kan
18,1,pUC,1.965567901970381,3.994949259462324,92.46919053945719,9897.040136743872,0.00936607744652919,Kan
18,2,pUC,1.6044304458917782,3.420076456817315,40.32508647477459,2635.7791404944574,0.01530027165168372,Kan
19,1,pUC,1.32937916380826,3.100450437917925,21.361013556350688,1261.2876927433385,0.016945003205827366,Kan
19,2,pUC,1.1845104324240168,2.7105738055238597,15.32839199064358,514.1879024429763,0.02979604947887755,Kan
20,1,pUC,1.8080676010066117,2.553959014737846,64.63498109174215,359.0231985725996,0.17961261308275836,Kan
20,2,pUC,1.9020882547968718,2.50964030040145,80.19755773823222,324.50747402020437,0.24699498110663468,Kan
21,1,pUC,2.5673821109415225,3.1889236299849415,372.352116307298,1548.7063608411993,0.23950713112096322,Kan
21,2,pUC,2.305620163130115,2.7847744321032035,209.05586521369153,627.1650231537966,0.333180877887505,Kan
0,1,Chromosome,0.640837282344978,0.0,4.382545752848401,0.0,,Kan
0,1,pBR322,1.6115555594000768,1.2552644258584178,40.936516248037776,18.04241700977868,2.2717773999691158,Kan
0,1,CloDF,2.6137167446150635,2.543774136501721,413.7363435338181,356.43755981074537,1.1820314199771655,Kan
0,2,Chromosome,0.640837282344978,0.0,4.382545752848401,0.0,,Kan
0,2,pBR322,1.6115555594000768,1.2552644258584178,40.936516248037776,18.04241700977868,2.2717773999691158,Kan
0,2,CloDF,2.6137167446150635,2.543774136501721,413.7363435338181,356.43755981074537,1.1820314199771655,Kan
0,3,Chromosome,0.640837282344978,0.0,4.382545752848401,0.0,,Kan
0,3,pBR322,1.6115555594000768,1.2552644258584178,40.936516248037776,18.04241700977868,2.2717773999691158,Kan
0,3,CloDF,2.6137167446150635,2.543774136501721,413.7363435338181,356.43755981074537,1.1820314199771655,Kan
0,4,Chromosome,0.640837282344978,0.0,4.382545752848401,0.0,,Kan
0,4,pBR322,1.6115555594000768,1.2552644258584178,40.936516248037776,18.04241700977868,2.2717773999691158,Kan
0,4,CloDF,2.6137167446150635,2.543774136501721,413.7363435338181,356.43755981074537,1.1820314199771655,Kan
0,5,Chromosome,0.640837282344978,0.0,4.382545752848401,0.0,,Kan
0,5,pBR322,1.6115555594000768,1.2552644258584178,40.936516248037776,18.04241700977868,2.2717773999691158,Kan
0,5,CloDF,2.6137167446150635,2.543774136501721,413.7363435338181,356.43755981074537,1.1820314199771655,Kan
1,1,Chromosome,0.9243306991919069,0.0,8.453218023986436,0.0,,Kan
1,1,pBR322,1.8482509516492769,1.4614079722124094,70.61036272427334,28.99559505608117,2.437671425990096,Kan
1,1,CloDF,2.590081202427118,2.5715574358914832,399.2630548618688,388.7126116884858,1.0454797829427631,Kan
1,2,Chromosome,0.9097094463388397,0.0,8.235502584437109,0.0,,Kan
1,2,pBR322,1.875282108274791,1.4825747458128704,75.33402184609882,30.470003379804826,2.4703526162531815,Kan
1,2,CloDF,2.6982230968221343,2.6635169724543,505.5353337575496,470.25660387681563,1.0843113778604623,Kan
1,3,Chromosome,0.9284911374938192,0.0,8.559111052716629,0.0,,Kan
1,3,pBR322,1.8450820386059255,1.4641180682991977,70.31423777101921,29.1547681718918,2.408317307016991,Kan
1,3,CloDF,2.729352464395633,2.7106186689718696,540.7268953348904,519.4705374859689,1.0444788698321192,Kan
1,4,Chromosome,0.8829380294556373,0.0,7.661463477644774,0.0,,Kan
1,4,pBR322,1.8694823187465353,1.49219139005411,74.21271528827104,31.17302155298835,2.3851171679625955,Kan
1,4,CloDF,2.6783463239951946,2.633774727178971,476.96161699010736,430.47877689508726,1.108146782163844,Kan
1,5,Chromosome,0.9012318015313258,0.0,7.984026143809626,0.0,,Kan
1,5,pBR322,1.8225023393673585,1.448613404700515,66.74429790632401,28.21709549779906,2.365322749006279,Kan
1,5,CloDF,2.6878999366856515,2.6689352247282376,490.7259328951497,471.73053855676966,1.045851055750578,Kan
2,1,Chromosome,0.6378397328433915,0.0,4.353354169130877,0.0,,Kan
2,1,pBR322,1.654955774859827,1.5012636063113154,45.19076590913671,31.7396844013634,1.4249731601698732,Kan
2,1,CloDF,2.2336822710837048,2.510291435354319,172.92684403216364,329.5835905424159,0.5295424350364845,Kan
2,2,Chromosome,0.611039910800765,0.0,4.088535534276899,0.0,,Kan
2,2,pBR322,1.6973205942273226,1.573430593487587,49.85297258996021,37.45364838621028,1.3305339528625113,Kan
