OD,GFP,Well,Replicate,Kan,Plasmid,Day,PCN,GFP/OD,log10(GFP/OD),tet,Selection
0.7730000019073486,3409,C6,2,1,pUC,16,200.0,2040.2196748405117,3.3096769313644816,10,False
0.8995000123977661,4036,D6,3,1,pUC,16,200.0,2469.9468492816604,3.3926876077892025,10,False
0.8913999795913696,4025,E6,4,1,pUC,16,200.0,2480.5381740224598,3.3945459149600845,10,False
0.9559999704360962,4223,F6,5,1,pUC,16,200.0,2521.8038387562096,3.4017113014840805,10,False
1.0164999961853027,8185,B9,1,0,pBR322,16,60.0,6426.989819558489,3.8080076119824287,10,False
1.0705000162124634,8612,C9,2,0,pBR322,16,60.0,6504.643022949434,3.813223467320774,10,False
0.9983000159263611,8790,D9,3,0,pBR322,16,60.0,7181.179896000503,3.856195806390411,10,False
0.9562000036239624,11028,E9,4,0,pBR322,16,60.0,9956.948328356153,3.9981262533602617,10,False
1.000100016593933,7713,F9,5,0,pBR322,16,60.0,6044.751119908871,3.7813784243902835,10,False
1.0289000272750854,9376,B10,1,0,CloDF13,16,100.0,7551.929181178959,3.8780579086778038,10,False
1.0757999420166016,10625,C10,2,0,CloDF13,16,100.0,8416.668754843957,3.9251402354835836,10,False
1.0550999641418457,10021,D10,3,0,CloDF13,16,100.0,7992.8608121764855,3.9027022502237214,10,False
1.0025999546051025,9843,E10,4,0,CloDF13,16,100.0,8244.140248577361,3.916145371348945,10,False
1.131100058555603,9615,F10,5,0,CloDF13,16,100.0,7063.15095363705,3.8489984880904755,10,False
1.090999960899353,8211,B11,1,0,pUC,16,200.0,5995.733479485198,3.777842319479534,10,False
0.9505000114440918,7553,C11,2,0,pUC,16,200.0,6198.486974495263,3.7922856929145903,10,False
0.9282000064849854,7223,D11,3,0,pUC,16,200.0,5982.325982943461,3.776870074482035,10,False
0.968999981880188,7416,E11,4,0,pUC,16,200.0,5927.283035953759,3.772855665895679,10,False
1.080899953842163,8426,F11,5,0,pUC,16,200.0,6260.72267331481,3.796624466583938,10,False
0.9915000200271606,7879,B4,1,1,pBR322,17,60.0,6564.0302112854815,3.8171705712482678,10,False
0.6969000101089478,5472,C4,2,1,pBR322,17,60.0,5843.709003089321,3.7666885814068327,10,False
0.9115999937057495,7900,D4,3,1,pBR322,17,60.0,7189.794471778735,3.8567164757725694,10,False
1.051300048828125,7901,E4,4,1,pBR322,17,60.0,6197.670210304845,3.792228462891424,10,False
0.9818000197410583,8073,F4,5,1,pBR322,17,60.0,6837.601249552866,3.834903770317215,10,False
0.9822999835014343,8658,B5,1,1,CloDF13,17,100.0,7454.74237875889,3.872432639684835,10,False
0.9682999849319458,9249,C5,2,1,CloDF13,17,100.0,8203.752906683705,3.9140125711405207,10,False
0.9937999844551086,8626,D5,3,1,CloDF13,17,100.0,7331.320620904566,3.8651822129373796,10,False
0.9732999801635742,8433,E5,4,1,CloDF13,17,100.0,7285.564447946198,3.8624632043053433,10,False
0.9750999808311462,8818,F5,5,1,CloDF13,17,100.0,7683.226915864222,3.8855436597991053,10,False
0.8774999976158142,3923,B6,1,1,pUC,17,200.0,2734.305984482961,3.436847112988494,10,False
0.916100025177002,4065,C6,2,1,pUC,17,200.0,2775.913545246888,3.443405936059872,10,False
0.8474000096321106,3783,D6,3,1,pUC,17,200.0,2662.852298900523,3.4253470779855295,10,False
0.9803000092506409,3848,E6,4,1,pUC,17,200.0,2355.643440075181,3.3721095544823196,10,False
0.9435999989509583,4153,F6,5,1,pUC,17,200.0,2788.819054188449,3.445420337028049,10,False
0.9291999936103821,7662,B9,1,0,pBR322,17,60.0,6779.86690719667,3.831221168492815,10,False
1.0484999418258667,8143,C9,2,0,pBR322,17,60.0,6454.818036664223,3.8098840038779613,10,False
1.0649000406265259,8666,D9,3,0,pBR322,17,60.0,6861.79215315347,3.8364375589393873,10,False
1.0181000232696533,11193,E9,4,0,pBR322,17,60.0,9773.456595357597,3.990048188569966,10,False
1.044700026512146,7726,F9,5,0,pBR322,17,60.0,6064.212901476126,3.782774440037121,10,False
1.0491000413894653,8854,B10,1,0,CloDF13,17,100.0,7155.512102641103,3.854640720610481,10,False
0.7864000201225281,6582,C10,2,0,CloDF13,17,100.0,6630.050190895521,3.8215168161191713,10,False
1.0313999652862549,8675,D10,3,0,CloDF13,17,100.0,7102.715381519258,3.851424412065804,10,False
0.98089998960495,8547,E10,4,0,CloDF13,17,100.0,7347.871449217984,3.8661615497318063,10,False
1.0570000410079956,7943,F10,5,0,CloDF13,17,100.0,6204.231471954562,3.792687992416437,10,False
1.0382000207901,7132,B11,1,0,pUC,17,200.0,5508.674806068301,3.741047135397714,10,False
